"ID","species","decimalLatitude","decimalLongitude","DataSource"
699206742,"Chrysocyon brachyurus",-25.17013,-58.13323,"GBIF"
382061070,"Chrysocyon brachyurus",-25.07045,-58.20752,"GBIF"
699206709,"Chrysocyon brachyurus",-25.07045,-58.20752,"GBIF"
699206680,"Chrysocyon brachyurus",0,0,"GBIF"
382060806,"Chrysocyon brachyurus",-28.83864,-56.39067,"GBIF"
382061108,"Chrysocyon brachyurus",-25.12076,-58.18548,"GBIF"
699206681,"Chrysocyon brachyurus",0,0,"GBIF"
699206727,"Chrysocyon brachyurus",-25.12076,-58.18548,"GBIF"
233871518,"Chrysocyon brachyurus",-28.0213,-58.10392,"GBIF"
233871521,"Chrysocyon brachyurus",-28.04721,-58.13357,"GBIF"
382060965,"Chrysocyon brachyurus",-28.0213,-58.10392,"GBIF"
382060969,"Chrysocyon brachyurus",-28.04721,-58.13357,"GBIF"
1934385085,"Chrysocyon brachyurus",NA,NA,"GBIF"
233871519,"Chrysocyon brachyurus",-28.04064,-58.12214,"GBIF"
233871522,"Chrysocyon brachyurus",-27.96943,-58.07122,"GBIF"
382060967,"Chrysocyon brachyurus",-28.04064,-58.12214,"GBIF"
382060971,"Chrysocyon brachyurus",-27.96943,-58.07122,"GBIF"
233871520,"Chrysocyon brachyurus",-28.00312,-58.14165,"GBIF"
233871630,"Chrysocyon brachyurus",-25.17366,-58.12925,"GBIF"
233871631,"Chrysocyon brachyurus",-25.17366,-58.12925,"GBIF"
233871633,"Chrysocyon brachyurus",-25.17366,-58.12925,"GBIF"
233871634,"Chrysocyon brachyurus",-25.17366,-58.12925,"GBIF"
382060749,"Chrysocyon brachyurus",-28.75,-60.75,"GBIF"
382060750,"Chrysocyon brachyurus",-28.75,-60.75,"GBIF"
382060968,"Chrysocyon brachyurus",-28.0191,-58.12809,"GBIF"
233871635,"Chrysocyon brachyurus",-25.11122,-58.20627,"GBIF"
233871636,"Chrysocyon brachyurus",-25.17366,-58.12925,"GBIF"
233871637,"Chrysocyon brachyurus",-25.12075,-58.18539,"GBIF"
233871638,"Chrysocyon brachyurus",-25.17366,-58.12925,"GBIF"
233871640,"Chrysocyon brachyurus",-25.17366,-58.12925,"GBIF"
382060751,"Chrysocyon brachyurus",-28.78565,-60.66663,"GBIF"
699206685,"Chrysocyon brachyurus",0,0,"GBIF"
699206650,"Chrysocyon brachyurus",-25.11956,-58.15791,"GBIF"
699206651,"Chrysocyon brachyurus",-25.12317,-58.17509,"GBIF"
382060835,"Chrysocyon brachyurus",-30.31118,-61.25236,"GBIF"
699206653,"Chrysocyon brachyurus",0,0,"GBIF"
699206654,"Chrysocyon brachyurus",0,0,"GBIF"
699206655,"Chrysocyon brachyurus",0,0,"GBIF"
699206656,"Chrysocyon brachyurus",0,0,"GBIF"
699206658,"Chrysocyon brachyurus",0,0,"GBIF"
699206659,"Chrysocyon brachyurus",0,0,"GBIF"
699206660,"Chrysocyon brachyurus",0,0,"GBIF"
699206667,"Chrysocyon brachyurus",0,0,"GBIF"
382060836,"Chrysocyon brachyurus",-32.20064,-60.99063,"GBIF"
699206662,"Chrysocyon brachyurus",-25.12261,-58.17524,"GBIF"
699206663,"Chrysocyon brachyurus",0,0,"GBIF"
699206664,"Chrysocyon brachyurus",0,0,"GBIF"
699206665,"Chrysocyon brachyurus",0,0,"GBIF"
699206666,"Chrysocyon brachyurus",-25.12396,-58.1747,"GBIF"
699206668,"Chrysocyon brachyurus",0,0,"GBIF"
699206669,"Chrysocyon brachyurus",0,0,"GBIF"
699206670,"Chrysocyon brachyurus",0,0,"GBIF"
699206671,"Chrysocyon brachyurus",0,0,"GBIF"
699206672,"Chrysocyon brachyurus",0,0,"GBIF"
699206673,"Chrysocyon brachyurus",0,0,"GBIF"
699206674,"Chrysocyon brachyurus",0,0,"GBIF"
699206675,"Chrysocyon brachyurus",0,0,"GBIF"
1934385043,"Chrysocyon brachyurus",NA,NA,"GBIF"
699206676,"Chrysocyon brachyurus",0,0,"GBIF"
699206677,"Chrysocyon brachyurus",-25.12204,-58.19138,"GBIF"
699206678,"Chrysocyon brachyurus",0,0,"GBIF"
699206679,"Chrysocyon brachyurus",0,0,"GBIF"
1039520650,"Chrysocyon brachyurus",NA,NA,"GBIF"
233871509,"Chrysocyon brachyurus",-28.03714,-58.10365,"GBIF"
382060950,"Chrysocyon brachyurus",-28.03714,-58.10365,"GBIF"
233871510,"Chrysocyon brachyurus",-28.04427,-58.12882,"GBIF"
233871511,"Chrysocyon brachyurus",-28.01778,-58.09647,"GBIF"
382060952,"Chrysocyon brachyurus",-28.04427,-58.12882,"GBIF"
382060953,"Chrysocyon brachyurus",-28.01778,-58.09647,"GBIF"
233871603,"Chrysocyon brachyurus",0,0,"GBIF"
233871605,"Chrysocyon brachyurus",0,0,"GBIF"
233871606,"Chrysocyon brachyurus",0,0,"GBIF"
233871607,"Chrysocyon brachyurus",0,0,"GBIF"
233871608,"Chrysocyon brachyurus",0,0,"GBIF"
233871609,"Chrysocyon brachyurus",0,0,"GBIF"
2445003787,"Chrysocyon brachyurus",-25.896529,-58.185844,"GBIF"
2574137274,"Chrysocyon brachyurus",-12.656221,-68.67451,"GBIF"
382060741,"Chrysocyon brachyurus",-27.73998,-59.24465,"GBIF"
233871611,"Chrysocyon brachyurus",0,0,"GBIF"
233871613,"Chrysocyon brachyurus",0,0,"GBIF"
233871614,"Chrysocyon brachyurus",0,0,"GBIF"
233871615,"Chrysocyon brachyurus",0,0,"GBIF"
233815157,"Chrysocyon brachyurus",NA,NA,"GBIF"
233871616,"Chrysocyon brachyurus",0,0,"GBIF"
699206661,"Chrysocyon brachyurus",0,0,"GBIF"
1147047440,"Chrysocyon brachyurus",NA,NA,"GBIF"
233871512,"Chrysocyon brachyurus",-27.95232,-57.99974,"GBIF"
233871617,"Chrysocyon brachyurus",0,0,"GBIF"
233871618,"Chrysocyon brachyurus",0,0,"GBIF"
233871619,"Chrysocyon brachyurus",0,0,"GBIF"
382060832,"Chrysocyon brachyurus",-31.05344,-61.3214,"GBIF"
382060955,"Chrysocyon brachyurus",-27.95232,-57.99974,"GBIF"
1831229027,"Chrysocyon brachyurus",-18.187606,-52.907509,"GBIF"
1831229175,"Chrysocyon brachyurus",-18.120062,-53.122183,"GBIF"
233871513,"Chrysocyon brachyurus",-28.0388,-58.11672,"GBIF"
233871514,"Chrysocyon brachyurus",-27.95232,-57.99974,"GBIF"
382060743,"Chrysocyon brachyurus",-28.78406,-61.67999,"GBIF"
382060956,"Chrysocyon brachyurus",-28.0388,-58.11672,"GBIF"
382060958,"Chrysocyon brachyurus",-27.95232,-57.99974,"GBIF"
233871515,"Chrysocyon brachyurus",-28.03335,-58.09669,"GBIF"
233871620,"Chrysocyon brachyurus",0,0,"GBIF"
382060960,"Chrysocyon brachyurus",-28.03335,-58.09669,"GBIF"
233871496,"Chrysocyon brachyurus",0,0,"GBIF"
233871497,"Chrysocyon brachyurus",-28.0389,-58.11708,"GBIF"
233871498,"Chrysocyon brachyurus",-28.03674,-58.10922,"GBIF"
233871499,"Chrysocyon brachyurus",-27.97674,-58.02526,"GBIF"
233871573,"Chrysocyon brachyurus",0,0,"GBIF"
233871575,"Chrysocyon brachyurus",0,0,"GBIF"
233871576,"Chrysocyon brachyurus",0,0,"GBIF"
233871601,"Chrysocyon brachyurus",0,0,"GBIF"
382060928,"Chrysocyon brachyurus",-28.0389,-58.11708,"GBIF"
382060929,"Chrysocyon brachyurus",-28.03674,-58.10922,"GBIF"
382060931,"Chrysocyon brachyurus",-27.97674,-58.02526,"GBIF"
207788556,"Chrysocyon brachyurus",NA,NA,"GBIF"
233871486,"Chrysocyon brachyurus",-27.96048,-58.10166,"GBIF"
233871574,"Chrysocyon brachyurus",0,0,"GBIF"
382060911,"Chrysocyon brachyurus",-27.96048,-58.10166,"GBIF"
382061068,"Chrysocyon brachyurus",-25.07378,-58.21193,"GBIF"
382061084,"Chrysocyon brachyurus",-25.17425,-58.12879,"GBIF"
382061128,"Chrysocyon brachyurus",-24.98733,-58.31249,"GBIF"
699206708,"Chrysocyon brachyurus",-25.07378,-58.21193,"GBIF"
699206716,"Chrysocyon brachyurus",-25.17425,-58.12879,"GBIF"
699206737,"Chrysocyon brachyurus",-24.98733,-58.31249,"GBIF"
233871577,"Chrysocyon brachyurus",0,0,"GBIF"
382061099,"Chrysocyon brachyurus",-25.06494,-58.13245,"GBIF"
699206723,"Chrysocyon brachyurus",-25.06494,-58.13245,"GBIF"
233871487,"Chrysocyon brachyurus",-28.01744,-58.12732,"GBIF"
382060912,"Chrysocyon brachyurus",-28.01744,-58.12732,"GBIF"
233871488,"Chrysocyon brachyurus",0,0,"GBIF"
233871500,"Chrysocyon brachyurus",-28.02326,-58.06402,"GBIF"
233871578,"Chrysocyon brachyurus",0,0,"GBIF"
233871579,"Chrysocyon brachyurus",0,0,"GBIF"
382060933,"Chrysocyon brachyurus",-28.02326,-58.06402,"GBIF"
382061130,"Chrysocyon brachyurus",-25.09407,-58.17148,"GBIF"
382069068,"Chrysocyon brachyurus",-25.05481,-58.02135,"GBIF"
699206644,"Chrysocyon brachyurus",-25.05481,-58.02135,"GBIF"
699206738,"Chrysocyon brachyurus",-25.09407,-58.17148,"GBIF"
233871489,"Chrysocyon brachyurus",-28.0105,-58.09815,"GBIF"
233871516,"Chrysocyon brachyurus",-28.00491,-58.00547,"GBIF"
233871580,"Chrysocyon brachyurus",0,0,"GBIF"
233871581,"Chrysocyon brachyurus",0,0,"GBIF"
233871582,"Chrysocyon brachyurus",0,0,"GBIF"
233871583,"Chrysocyon brachyurus",0,0,"GBIF"
382060913,"Chrysocyon brachyurus",-28.0105,-58.09815,"GBIF"
382060962,"Chrysocyon brachyurus",-28.00491,-58.00547,"GBIF"
382061115,"Chrysocyon brachyurus",-25.11791,-58.09882,"GBIF"
382061121,"Chrysocyon brachyurus",-25.1379,-58.13068,"GBIF"
382061127,"Chrysocyon brachyurus",-25.11969,-58.11759,"GBIF"
699206731,"Chrysocyon brachyurus",-25.11791,-58.09882,"GBIF"
699206733,"Chrysocyon brachyurus",-25.1379,-58.13068,"GBIF"
699206736,"Chrysocyon brachyurus",-25.11969,-58.11759,"GBIF"
233871490,"Chrysocyon brachyurus",-28.03335,-58.09669,"GBIF"
233871501,"Chrysocyon brachyurus",-28.04064,-58.12214,"GBIF"
233871584,"Chrysocyon brachyurus",0,0,"GBIF"
233871585,"Chrysocyon brachyurus",0,0,"GBIF"
233871586,"Chrysocyon brachyurus",0,0,"GBIF"
233871587,"Chrysocyon brachyurus",0,0,"GBIF"
382060916,"Chrysocyon brachyurus",-28.03335,-58.09669,"GBIF"
382060935,"Chrysocyon brachyurus",-28.04064,-58.12214,"GBIF"
382061067,"Chrysocyon brachyurus",-25.17164,-58.13209,"GBIF"
382061111,"Chrysocyon brachyurus",-25.11942,-58.16103,"GBIF"
382061133,"Chrysocyon brachyurus",-25.15391,-58.12558,"GBIF"
382069063,"Chrysocyon brachyurus",-25.10021,-58.16107,"GBIF"
699206643,"Chrysocyon brachyurus",-25.10021,-58.16107,"GBIF"
699206707,"Chrysocyon brachyurus",-25.17164,-58.13209,"GBIF"
699206729,"Chrysocyon brachyurus",-25.11942,-58.16103,"GBIF"
699206740,"Chrysocyon brachyurus",-25.15391,-58.12558,"GBIF"
233871491,"Chrysocyon brachyurus",-28.01463,-58.03778,"GBIF"
233871588,"Chrysocyon brachyurus",0,0,"GBIF"
233871589,"Chrysocyon brachyurus",0,0,"GBIF"
233871590,"Chrysocyon brachyurus",0,0,"GBIF"
233871627,"Chrysocyon brachyurus",0,0,"GBIF"
382060918,"Chrysocyon brachyurus",-28.01463,-58.03778,"GBIF"
382061074,"Chrysocyon brachyurus",-25.12617,-58.21987,"GBIF"
382061079,"Chrysocyon brachyurus",-25.05231,-58.18165,"GBIF"
382061104,"Chrysocyon brachyurus",-25.17069,-58.13051,"GBIF"
382061105,"Chrysocyon brachyurus",-25.17168,-58.13108,"GBIF"
699206711,"Chrysocyon brachyurus",-25.12617,-58.21987,"GBIF"
699206713,"Chrysocyon brachyurus",-25.05231,-58.18165,"GBIF"
699206725,"Chrysocyon brachyurus",-25.17069,-58.13051,"GBIF"
699206726,"Chrysocyon brachyurus",-25.17168,-58.13108,"GBIF"
233871492,"Chrysocyon brachyurus",-28.0213,-58.10392,"GBIF"
233871493,"Chrysocyon brachyurus",-28.0145,-58.03939,"GBIF"
233871494,"Chrysocyon brachyurus",-28.03934,-58.11858,"GBIF"
233871591,"Chrysocyon brachyurus",0,0,"GBIF"
233871592,"Chrysocyon brachyurus",0,0,"GBIF"
233871593,"Chrysocyon brachyurus",0,0,"GBIF"
233871597,"Chrysocyon brachyurus",0,0,"GBIF"
382060740,"Chrysocyon brachyurus",-29.50276,-59.7518,"GBIF"
382060921,"Chrysocyon brachyurus",-28.0213,-58.10392,"GBIF"
382060923,"Chrysocyon brachyurus",-28.0145,-58.03939,"GBIF"
382060924,"Chrysocyon brachyurus",-28.03934,-58.11858,"GBIF"
382061088,"Chrysocyon brachyurus",-25.14311,-57.97771,"GBIF"
382061113,"Chrysocyon brachyurus",-25.12226,-58.19193,"GBIF"
382061124,"Chrysocyon brachyurus",-25.11969,-58.11759,"GBIF"
699206718,"Chrysocyon brachyurus",-25.14311,-57.97771,"GBIF"
699206730,"Chrysocyon brachyurus",-25.12226,-58.19193,"GBIF"
699206735,"Chrysocyon brachyurus",-25.11969,-58.11759,"GBIF"
233871495,"Chrysocyon brachyurus",-28.03934,-58.11858,"GBIF"
233871502,"Chrysocyon brachyurus",-28.04064,-58.12214,"GBIF"
233871594,"Chrysocyon brachyurus",0,0,"GBIF"
233871596,"Chrysocyon brachyurus",0,0,"GBIF"
233871598,"Chrysocyon brachyurus",0,0,"GBIF"
382060926,"Chrysocyon brachyurus",-28.03934,-58.11858,"GBIF"
382060937,"Chrysocyon brachyurus",-28.04064,-58.12214,"GBIF"
382061081,"Chrysocyon brachyurus",-25.12379,-58.19435,"GBIF"
382061086,"Chrysocyon brachyurus",-25.11024,-58.1521,"GBIF"
382061093,"Chrysocyon brachyurus",-25.07372,-58.17275,"GBIF"
382061119,"Chrysocyon brachyurus",-25.00296,-58.22241,"GBIF"
699206714,"Chrysocyon brachyurus",-25.12379,-58.19435,"GBIF"
699206717,"Chrysocyon brachyurus",-25.11024,-58.1521,"GBIF"
699206720,"Chrysocyon brachyurus",-25.07372,-58.17275,"GBIF"
699206732,"Chrysocyon brachyurus",-25.00296,-58.22241,"GBIF"
1890708448,"Chrysocyon brachyurus",-20.015416,-43.4373,"GBIF"
233871599,"Chrysocyon brachyurus",0,0,"GBIF"
233871600,"Chrysocyon brachyurus",0,0,"GBIF"
382061095,"Chrysocyon brachyurus",-25.11024,-58.1521,"GBIF"
382061101,"Chrysocyon brachyurus",-25.12037,-58.17324,"GBIF"
382061132,"Chrysocyon brachyurus",-25.07735,-58.19764,"GBIF"
699206721,"Chrysocyon brachyurus",-25.11024,-58.1521,"GBIF"
699206724,"Chrysocyon brachyurus",-25.12037,-58.17324,"GBIF"
699206739,"Chrysocyon brachyurus",-25.07735,-58.19764,"GBIF"
233871503,"Chrysocyon brachyurus",-28.01523,-58.05971,"GBIF"
382060939,"Chrysocyon brachyurus",-28.01523,-58.05971,"GBIF"
1317545619,"Chrysocyon brachyurus",NA,NA,"GBIF"
233871504,"Chrysocyon brachyurus",0,0,"GBIF"
233871505,"Chrysocyon brachyurus",-28.01523,-58.05971,"GBIF"
382060940,"Chrysocyon brachyurus",-28.01523,-58.05971,"GBIF"
1322915930,"Chrysocyon brachyurus",NA,NA,"GBIF"
233871508,"Chrysocyon brachyurus",-27.96935,-58.07859,"GBIF"
382060948,"Chrysocyon brachyurus",-27.96935,-58.07859,"GBIF"
233871642,"Chrysocyon brachyurus",0,0,"GBIF"
233871646,"Chrysocyon brachyurus",0,0,"GBIF"
233871569,"Chrysocyon brachyurus",0,0,"GBIF"
233871570,"Chrysocyon brachyurus",0,0,"GBIF"
233871572,"Chrysocyon brachyurus",0,0,"GBIF"
233871506,"Chrysocyon brachyurus",-27.96612,-58.00961,"GBIF"
233871595,"Chrysocyon brachyurus",0,0,"GBIF"
382060944,"Chrysocyon brachyurus",-27.96612,-58.00961,"GBIF"
233871602,"Chrysocyon brachyurus",0,0,"GBIF"
233871604,"Chrysocyon brachyurus",0,0,"GBIF"
233871610,"Chrysocyon brachyurus",0,0,"GBIF"
233871612,"Chrysocyon brachyurus",0,0,"GBIF"
233871621,"Chrysocyon brachyurus",0,0,"GBIF"
233871622,"Chrysocyon brachyurus",0,0,"GBIF"
233871623,"Chrysocyon brachyurus",0,0,"GBIF"
233871624,"Chrysocyon brachyurus",0,0,"GBIF"
233871626,"Chrysocyon brachyurus",0,0,"GBIF"
233871628,"Chrysocyon brachyurus",0,0,"GBIF"
233871629,"Chrysocyon brachyurus",0,0,"GBIF"
233871632,"Chrysocyon brachyurus",0,0,"GBIF"
233871639,"Chrysocyon brachyurus",0,0,"GBIF"
233871641,"Chrysocyon brachyurus",0,0,"GBIF"
233871507,"Chrysocyon brachyurus",-28.01425,-58.03784,"GBIF"
233871643,"Chrysocyon brachyurus",0,0,"GBIF"
233871644,"Chrysocyon brachyurus",0,0,"GBIF"
233871645,"Chrysocyon brachyurus",0,0,"GBIF"
233871647,"Chrysocyon brachyurus",0,0,"GBIF"
233871648,"Chrysocyon brachyurus",0,0,"GBIF"
382060744,"Chrysocyon brachyurus",-28.25,-60.8,"GBIF"
382060946,"Chrysocyon brachyurus",-28.01425,-58.03784,"GBIF"
233871567,"Chrysocyon brachyurus",0,0,"GBIF"
233871568,"Chrysocyon brachyurus",0,0,"GBIF"
1318878251,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815109,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815092,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815115,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815124,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815125,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815126,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815127,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815097,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815098,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815099,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815095,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815100,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815105,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815106,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815128,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815096,"Chrysocyon brachyurus",NA,NA,"GBIF"
683932557,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815101,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815120,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815113,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815103,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815102,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815111,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815119,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815110,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815112,"Chrysocyon brachyurus",NA,NA,"GBIF"
1319243635,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815107,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815093,"Chrysocyon brachyurus",NA,NA,"GBIF"
382061134,"Chrysocyon brachyurus",-25.17366,-58.12925,"GBIF"
699206741,"Chrysocyon brachyurus",-25.17366,-58.12925,"GBIF"
233815114,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815116,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815117,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815118,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815121,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815122,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815123,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815108,"Chrysocyon brachyurus",NA,NA,"GBIF"
233815094,"Chrysocyon brachyurus",NA,NA,"GBIF"
2429555422,"Chrysocyon brachyurus",-14.678242,-60.939019,"GBIF"
233815104,"Chrysocyon brachyurus",NA,NA,"GBIF"
2429554757,"Chrysocyon brachyurus",-14.517402,-60.951751,"GBIF"
2429522848,"Chrysocyon brachyurus",-13.926702,-60.482623,"GBIF"
2397831156,"Chrysocyon brachyurus",NA,NA,"GBIF"
1851310603,"Chrysocyon brachyurus",NA,NA,"GBIF"
1145774304,"Chrysocyon brachyurus",-22.245556,-54.9125,"GBIF"
233815193,"Chrysocyon brachyurus",NA,NA,"GBIF"
683922627,"Chrysocyon brachyurus",NA,NA,"GBIF"
683922628,"Chrysocyon brachyurus",NA,NA,"GBIF"
683922302,"Chrysocyon brachyurus",NA,NA,"GBIF"
2005946960,"Chrysocyon brachyurus",-22.72,-47.639722,"GBIF"
197051481,"Chrysocyon brachyurus",-12.517,-68.7,"GBIF"
683946141,"Chrysocyon brachyurus",NA,NA,"GBIF"
2005946834,"Chrysocyon brachyurus",-20.719167,-46.609444,"GBIF"
2005946767,"Chrysocyon brachyurus",NA,NA,"GBIF"
2005946796,"Chrysocyon brachyurus",NA,NA,"GBIF"
1851310607,"Chrysocyon brachyurus",NA,NA,"GBIF"
2570361768,"Chrysocyon brachyurus",NA,NA,"GBIF"
2570363297,"Chrysocyon brachyurus",NA,NA,"GBIF"
779850901,"Chrysocyon brachyurus",NA,NA,"GBIF"
779850902,"Chrysocyon brachyurus",NA,NA,"GBIF"
779850903,"Chrysocyon brachyurus",NA,NA,"GBIF"
2005946489,"Chrysocyon brachyurus",-21.72,-48.099722,"GBIF"
2005946523,"Chrysocyon brachyurus",-21.72,-48.099722,"GBIF"
197052529,"Chrysocyon brachyurus",-12.955,-68.913,"GBIF"
197051093,"Chrysocyon brachyurus",-10.767,-66.733,"GBIF"
2005946525,"Chrysocyon brachyurus",-21.120278,-42.942778,"GBIF"
