"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","scientificName","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","class","individualCount","occurrenceRemarks","recordedBy","continentOcean","verbatimLongitude","verbatimLatitude","sex","scientificNameAuthorship","preparationType","recordNumber","fieldNumber","infraspecificEpithet","identifiedBy","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","previousCatalogNumber","relationshipType"
"39","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172120001","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Ribeirão Bonito",NA,"-48.200001","-22.116699",NA,NA,"Chordata","Mammalia",NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003); TOZETTI, A. M. Diversidade e padrões de atividade de mamíferos de médio e grande porte em diferentes fisionomias de Cerrado na Estação Ecológica de Itirapin","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003); TOZETTI, A. M. (2002); MARINO et al. (2002); Equipe Técnica do DEPRN de São Carlos¹.","South America","-48.200001","-22.116699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172250008","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Pereira Barreto",NA,"-50.966701","-20.866699",NA,NA,"Chordata","Mammalia",NA,"CESP: Cia Energética de São Paulo. Usina Hidrelétrica Três Irmãos. Pereira Barreto (SP), 1990 (RIMA); Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Araçatuba.","CESP (1990) - RIMA; Equipe Técnica do DEPRN de Araçatuba¹.","South America","-50.966701","-20.866699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","225810005","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","São Luís do Paraitinga","Os dados foram coletados na zona rural do município, em até 2mil metros ao redor do ponto de GPS, por meio de 10 questionários estruturados (reg. slp10).","-45.3663908819","-23.2002251166",NA,NA,"Chordata","Mammalia",NA,NA,"Camila Alvez Islas","South America","-45.3663908819","-23.2002251166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172260008","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Valparaíso",NA,"-50.833301","-20.983299",NA,NA,"Chordata","Mammalia",NA,"CESP: Cia Energética de São Paulo. Usina Hidrelétrica Três Irmãos. Pereira Barreto (SP), 1990 (RIMA); Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Araçatuba.","CESP (1990) - RIMA; Equipe Técnica do DEPRN de Araçatuba¹.","South America","-50.833301","-20.983299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172490008","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Mirandópolis",NA,"-51.099998","-20.983299",NA,NA,"Chordata","Mammalia",NA,"CESP: Cia Energética de São Paulo. Usina Hidrelétrica Três Irmãos. Pereira Barreto (SP), 1990 (RIMA); Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Araçatuba.","CESP (1990) - RIMA; Equipe Técnica do DEPRN de Araçatuba¹.","South America","-51.099998","-20.983299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172500013","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Pereira Barreto",NA,"-51.099998","-20.8167",NA,NA,"Chordata","Mammalia",NA,"CWESP: Cia Energética de São Paulo. Usina Hidrelétrica Três Irmãos. Pereira barreto (SP), 1990 (RIMA); Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Araçatuba.","CESP (1990) - RIMA; Equipe Técnica do DEPRN de Araçatuba¹.","South America","-51.099998","-20.8167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172530001","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Agudos",NA,"-49.016701","-22.6",NA,NA,"Chordata","Mammalia",NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia-UNESP Jaboticabal. (Com. pess. 15/12/2003); Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Bauru.","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003); Equipe Técnica do DEPRN de Bauru¹.","South America","-49.016701","-22.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172560002","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Bauru",NA,"-48.966701","-22.3167",NA,NA,"Chordata","Mammalia",NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia-UNESP Jaboticabal. (Com. pess. 15/12/2003); Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Bauru.","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003); Equipe Técnica do DEPRN de Bauru¹.","South America","-48.966701","-22.3167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172570001","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Icém",NA,"-49.216701","-20.4167",NA,NA,"Chordata","Mammalia",NA,"Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de São José do Rio Preto.","Equipe Técnica do DEPRN de São José do Rio Preto.","South America","-49.216701","-20.4167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172580008","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Igaratá",NA,"-46.0667","-23",NA,NA,"Chordata","Mammalia",NA,"Fazenda Mandala. [ on line ]. Disponível em URL: aultimaarcade noe.com.br/fazendamandala.htm. Arquivo consultado em 7/01/2002.","Fazenda Mandala. [ on line ]. Disponível em URL: aultimaarcadenoe.com.br/fazendamandala.htm.","South America","-46.0667","-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172630001","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Agudos",NA,"-48.916699","-22.5",NA,NA,"Chordata","Mammalia",NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003). Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Bauru.","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003) e Equipe Técnica do DEPRN de Bauru¹.","South America","-48.916699","-22.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172640001","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Agudos",NA,"-48.900002","-22.4667",NA,NA,"Chordata","Mammalia",NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003). Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Bauru.","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003) e Equipe Técnica do DEPRN de Bauru¹.","South America","-48.900002","-22.4667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172650001","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Agudos",NA,"-48.900002","-22.4667",NA,NA,"Chordata","Mammalia",NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003). Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Bauru.","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003) e Equipe Técnica do DEPRN de Bauru¹.","South America","-48.900002","-22.4667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172720003","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Rincão",NA,"-47.900002","-21.6667",NA,NA,"Chordata","Mammalia",NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003); CIA Votorantim de Celulose e papel. PROMON: EngenhariaS/A. Fabricação de papel e celulose. Rio Mogi-Guaçu, Luiz Antonio, 1991(RIMA); Estudos em áreas natura","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003); Promon (1991) - RIMA; Estudos em áreas naturais fragmentadas [ on line ].¹","South America","-47.900002","-21.6667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172730003","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","São Carlos",NA,"-47.866699","-21.700001",NA,NA,"Chordata","Mammalia",NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003); CIA Votorantim de Celulose e papel. PROMON: EngenhariaS/A. Fabricação de papel e celulose. Rio Mogi-Guaçu, Luiz Antonio, 1991(RIMA); Estudos em áreas natura","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003); Promon (1991) - RIMA; Estudos em áreas naturais fragmentadas [ on line ]¹.","South America","-47.866699","-21.700001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172740001","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Rincão",NA,"-47.916699","-21.65",NA,NA,"Chordata","Mammalia",NA,"CIA Votorantim de Celulose e papel. PROMON: EngenhariaS/A. Fabricação de papel e celulose. Rio Mogi-Guaçu, Luiz Antonio, 1991(RIMA); Estudos em áreas naturais fragmentadas. URL: http: www.lapa ufscar.br/portugues/fragmentos.htm(arquivo consultado em 02/02","Promon (1991) - RIMA; Estudos em áreas naturais fragmentadas [ on line ]¹.","South America","-47.916699","-21.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172770003","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Bocaina",NA,"-48.5667","-22.016701",NA,NA,"Chordata","Mammalia",NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003); AES Termo Bariri Ltda. MRS - Estudos Ambientais Ltda. Usina Termelétrica Bariri - 750MW. Bariri, 2001(RIMA); Equipe Técnica do Departamento de Proteção dos","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003); AES (2001) - RIMA; Equipe Técnica do DEPRN de São Carlos¹.","South America","-48.5667","-22.016701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172790001","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Altinópolis",NA,"-47.466701","-21.1833",NA,NA,"Chordata","Mammalia",NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003); Minergeo: Assesoria e Projetos em Geologia e Mineração Ltda. Extração de areia para construção civil. Leito do Rio Pardo, Serra Azul, 1991 (RIMA); ALBERTS,","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003); Minergeo (1991) - RIMA; ALBERTS, C. C. (1985); Equipe Técnica do DEPRN de Ribeirão Preto¹.","South America","-47.466701","-21.1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172820025","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Anhembi",NA,"-48.1833","-22.65",NA,NA,"Chordata","Mammalia",NA,"Instituto de Biologia da Universidade de São Paulo (USP). [ on line ]. Disponível em URL: www.ib.usp.br/ceo/listaun/listabarric.html. Arquivo consultado em 05/11/2002; MARINO, L.; GOULARDINS, E.; BRUNO, O. Relatório Técnico Fragmentos 72 e 73 - Mapa 28 (D","Instituto de Biologia da USP (04/10/2002); MARINO et al ( 20/01/2002); Equipe Técnica do DEPRN de Botucatu¹.","South America","-48.1833","-22.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172830025","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Anhembi",NA,"-48.116699","-22.65",NA,NA,"Chordata","Mammalia",NA,"Instituto de Biologia da Universidade de São Paulo (USP). [ on line ]. Disponível em URL: www.ib.usp.br/ceo/listaun/listabarric.html. Arquivo consultado em 05/11/2002; MARINO, L.; GOULARDINS, E.; BRUNO, O. Relatório Técnico Fragmentos 72 e 73 - Mapa 28 (D","Instituto de Biologia da USP (04/10/2002); MARINO et al ( 20/01/2002); Equipe Técnica do DEPRN de Botucatu¹.","South America","-48.116699","-22.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172850001","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Cajuru",NA,"-47.450001","-21.1833",NA,NA,"Chordata","Mammalia",NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003); Minergeo: Assesoria e Projetos em Geologia e Mineração Ltda. Extração de areia para construção civil. Leito do Rio Pardo, Serra Azul, 1991 (RIMA); ALBERTS,","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003); Minergeo (1991) - RIMA; ALBERTS, C. C. (1985); Equipe Técnica do DEPRN de Ribeirão Preto¹.","South America","-47.450001","-21.1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172890007","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Tapiratiba",NA,"-46.783299","-30.516701",NA,NA,"Chordata","Mammalia",NA,"Prominer Projetos S/C Ltda. Lavra de bauxita para fabricação de aluminio.Rodovia Pocos/Andradas, Km. 10, Divinolandia - SP, 2002 (RIMA); Engevix: Engenharia S/A. Aproveitamento hidroelétrico do alto Rio Pardo, Usinas São José e Carrapatos. Alto Rio Pardo","Prominer Projetos S/C Ltda (2002) - RIMA; Engevix: Engenharia S/A (1992) - RIMA; Eqipe Técnica do DEPRN de São João da Boa Vista¹.","South America","-46.783299","-30.516701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172900007","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Divinolândia",NA,"-46.733299","-21.6",NA,NA,"Chordata","Mammalia",NA,"Prominer Projetos S/C Ltda. Lavra de bauxita para fabricação de aluminio.Rodovia Pocos/Andradas, Km. 10, Divinolandia - SP, 2002 (RIMA); Engevix: Engenharia S/A. Aproveitamento hidroelétrico do alto Rio Pardo, Usinas São José e Carrapatos. Alto Rio Pardo","Prominer Projetos S/C Ltda (2002) - RIMA; Engevix: Engenharia S/A (1992) - RIMA; Eqipe Técnica do DEPRN de São João da Boa Vista¹.","South America","-46.733299","-21.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172910007","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","São Sebastião da Grama",NA,"-46.700001","-21.7167",NA,NA,"Chordata","Mammalia",NA,"Prominer Projetos S/C Ltda. Lavra de bauxita para fabricação de aluminio.Rodovia Pocos/Andradas, Km. 10, Divinolandia - SP, 2002 (RIMA); Engevix: Engenharia S/A. Aproveitamento hidroelétrico do alto Rio Pardo, Usinas São José e Carrapatos. Alto Rio Pardo","Prominer Projetos S/C Ltda (2002) - RIMA; Engevix: Engenharia S/A (1992) - RIMA; Eqipe Técnica do DEPRN de São João da Boa Vista¹.","South America","-46.700001","-21.7167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172940001","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Matão",NA,"-48.5","-21.5833",NA,NA,"Chordata","Mammalia",NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003); RAZZA, A. F. Florística, Fitossociologia e Caracterização Sucessional em uma Floresta Estacional Semidecidual: Mata da Virgínia, Matão, SP. Campinas, 1997.","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003); RAZZA (1997); Equipe Técnica do DEPRN de São Carlos¹.","South America","-48.5","-21.5833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172960005","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Nova Campina",NA,"-48.883301","-24.133301",NA,NA,"Chordata","Mammalia",NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003). Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Itapetininga.","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003) e Equipe Técnica do DEPRN de Itapetininga¹.","South America","-48.883301","-24.133301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172980006","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Itararé",NA,"-49.200001","-24.233299",NA,NA,"Chordata","Mammalia",NA,"Prof. Dr. José M. B. Duarte. Departamento de Zoologia - UNESP Jaboticabal (Com. pess. 15/12/2003). Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Itapetininga.","Prof. Dr. José M. B. Duarte (Com. pess. 15/12/2003) e Equipe Técnica do DEPRN de Itapetininga¹.","South America","-49.200001","-24.233299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","172990004","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Iperó",NA,"-47.666699","-23.4",NA,NA,"Chordata","Mammalia",NA,"Walter Lazzarini Consultoria Ambiental. Atividade de extração de areia José Aleixo Machado Iperó Ltda. Fazenda Sapetuba, Iperó, 1998 (RIMA); Equipe Técnica do Departamento Estadual de Proteção de Recursos Naturais (DEPRN) de Sorocaba.","Walter Lazzarini Consultoria Ambiental (1998) - RIMA; Equipe Técnica do DEPRN de Sorocaba¹.","South America","-47.666699","-23.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","173040015","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Brotas",NA,"-48.233299","-22.25",NA,NA,"Chordata","Mammalia",NA,"ALMEIDA, M. E. C., VIELLIARD, J. M. E.; DIAS, M. M. Composição da avifauna em matas ciliares na bacia do Rio Jacaré-Pepira. São Paulo, Brasil. Rev. Bras. Zool. 16 (4): 1087-1098, 1999; GEOTEC Consultoria S/C Ltda. Duplicação da Rodovia Paulo Nilo Romano (","ALMEIDA, M. E. C. et al (1999); GEOTEC Consultoria S/C Ltda (2001) - RIMA.","South America","-48.233299","-22.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","173240006","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Batatais",NA,"-47.616699","-20.883301",NA,NA,"Chordata","Mammalia",NA,NA,"MZUSP","South America","-47.616699","-20.883301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","183380001","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Bragança Paulista",NA,"-46.541901","-22.9186",NA,NA,"Chordata","Mammalia",NA,NA,"MZUSP","South America","-46.541901","-22.9186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","184000002","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Franca",NA,"-47.400799","-20.538601",NA,NA,"Chordata","Mammalia",NA,NA,"MZUSP","South America","-47.400799","-20.538601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","18505000","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Mogi Guaçu",NA,"-46.941898","-22.371901",NA,NA,"Chordata","Mammalia",NA,NA,"MZUSP","South America","-46.941898","-22.371901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","185800001","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Pirassununga",NA,"-47.4258","-21.996099",NA,NA,"Chordata","Mammalia",NA,NA,"MZUSP","South America","-47.4258","-21.996099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","210530003","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Angatuba","Fazenda Três Lagoas e Fazenda Arca","-48.462766","-23.344612",NA,NA,"Chordata","Mammalia",NA,NA,"Marina Cobra Lacôrte","South America","-48.462766","-23.344612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","210560004","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Angatuba","Fazenda Três Lagoas e Fazenda Arca","-48.462766","-23.344612",NA,NA,"Chordata","Mammalia",NA,NA,"Myldred Ometto Spinelli","South America","-48.462766","-23.344612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","225630002","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","São Luís do Paraitinga","Os dados foram coletados na zona rural do município, em até 2mil metros ao redor do ponto de GPS, por meio de 10 questionários estruturados (reg. slp01).","-45.2410293038","-23.2742855016",NA,NA,"Chordata","Mammalia",NA,NA,"Camila Alvez Islas","South America","-45.2410293038","-23.2742855016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-29 10:32:05-03","Fapesp","SINBIOTA","225640005","HumanObservation","Animalia",NA,"Canidae","Chrysocyon","brachyurus","Chrysocyon brachyurus",NA,NA,NA,"Brazil","SP","Lagoinha","Os dados foram coletados na zona rural do município, em até 2mil metros ao redor do ponto de GPS, por meio de 10 questionários estruturados (reg. lag01).","-45.1820523605","-23.1023282925",NA,NA,"Chordata","Mammalia",NA,NA,"Camila Alvez Islas","South America","-45.1820523605","-23.1023282925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
